Time,Temperature,Humidity,LDR,Track,RGB,Status
2026-06-15 20:35:29.527074,53 °C,12 %,WARNING
2026-06-15 20:35:30.075203,53 °C,12 %,WARNING
2026-06-15 20:35:30.513227,53 °C,12 %,WARNING
2026-06-15 20:35:31.075170,52 °C,10 %,WARNING
2026-06-15 20:35:31.600440,52 °C,10 %,WARNING
2026-06-15 20:35:32.039017,52 °C,10 %,WARNING
2026-06-15 20:35:32.580157,52 °C,10 %,WARNING
2026-06-15 20:35:33.138364,52 °C,10 %,WARNING
2026-06-15 20:35:33.576816,52 °C,10 %,WARNING
2026-06-15 20:35:34.122547,52 °C,10 %,WARNING
2026-06-15 20:35:34.583368,52 °C,10 %,WARNING
2026-06-15 20:35:35.114577,51 °C,10 %,WARNING
2026-06-15 20:35:35.646053,51 °C,10 %,WARNING
2026-06-15 20:35:36.228060,51 °C,10 %,WARNING
2026-06-15 20:35:36.633494,51 °C,10 %,WARNING
2026-06-15 20:35:37.185201,50 °C,11 %,WARNING
2026-06-15 20:35:37.731750,50 °C,11 %,WARNING
2026-06-15 20:35:38.178129,50 °C,11 %,WARNING
2026-06-15 20:35:38.704402,50 °C,11 %,WARNING
2026-06-15 20:35:39.248868,49 °C,14 %,WARNING
2026-06-15 20:35:39.699534,49 °C,14 %,WARNING
2026-06-15 20:35:40.239512,49 °C,14 %,WARNING
2026-06-15 20:35:40.793847,49 °C,14 %,WARNING
2026-06-15 20:35:41.700984,48 °C,15 %,WARNING
2026-06-15 20:35:43.538736,48 °C,15 %,WARNING
2026-06-15 20:35:43.772908,48 °C,15 %,WARNING
2026-06-15 20:35:43.859557,48 °C,15 %,WARNING
2026-06-15 20:35:43.969529,47 °C,16 %,WARNING
2026-06-15 20:35:44.084568,47 °C,16 %,WARNING
2026-06-15 20:35:44.290437,47 °C,16 %,WARNING
2026-06-15 20:35:44.839871,47 °C,16 %,WARNING
2026-06-15 20:35:45.386443,46 °C,17 %,WARNING
2026-06-15 20:35:45.828110,46 °C,17 %,WARNING
2026-06-15 20:35:46.368480,46 °C,17 %,WARNING
2026-06-15 20:35:46.920868,46 °C,17 %,WARNING
2026-06-15 20:35:47.463392,45 °C,18 %,WARNING
2026-06-15 20:35:47.902313,45 °C,18 %,WARNING
2026-06-15 20:35:48.448139,45 °C,18 %,WARNING
2026-06-15 20:35:48.883622,45 °C,18 %,WARNING
2026-06-15 20:35:49.428483,45 °C,19 %,WARNING
2026-06-15 20:35:49.974850,45 °C,19 %,WARNING
2026-06-15 20:35:50.521467,45 °C,19 %,WARNING
2026-06-15 20:35:50.956924,45 °C,19 %,WARNING
2026-06-15 20:35:51.502733,44 °C,20 %,WARNING
2026-06-15 20:35:52.049126,44 °C,20 %,WARNING
2026-06-15 20:35:52.490034,44 °C,20 %,WARNING
2026-06-15 20:35:53.036233,44 °C,20 %,WARNING
2026-06-15 20:35:53.588976,44 °C,21 %,WARNING
2026-06-15 20:35:54.025994,44 °C,21 %,WARNING
2026-06-15 20:35:54.576263,44 °C,21 %,WARNING
2026-06-15 20:35:55.018385,44 °C,21 %,WARNING
2026-06-15 20:35:55.563348,43 °C,22 %,WARNING
2026-06-15 20:35:56.114303,43 °C,22 %,WARNING
2026-06-15 20:35:56.662978,43 °C,22 %,WARNING
2026-06-15 20:35:57.100608,43 °C,22 %,WARNING
2026-06-15 20:35:57.652996,42 °C,23 %,WARNING
2026-06-15 20:35:58.194251,42 °C,23 %,WARNING
2026-06-15 20:35:58.637784,42 °C,23 %,WARNING
2026-06-15 20:35:59.185522,42 °C,23 %,WARNING
